,评论,断句,方面词,情感词
9108,棉质手感很好,0,手感,好
9109,前面的图案不会容易掉,0,图案,容易掉
9110,轻薄凉快质量好,0,质量,好
9111,可爱简洁的图案,1,图案,可爱
9112,红色的很正.我家男宝穿了很显气色的因为秋冬款厚度刚刚合适.之前在这家买的夏天的t家人一致好评刚好秋冬款出来立马又买了2件分别是红色和白色.以后还会继续购买下去,1,厚度,刚好
9113,布料舒服的,1,布料,舒服
9114,宝贝也很喜欢,1,宝贝,喜欢
9115,性价比还是超高的,0,性价比,高
9116,棉质很好特别值得购买,1,购买,值得
9117,会一直关注的合适的价格,0,价格,合适
9118,买的大小现在穿刚好,0,大小,好
9119,颜色鲜艳 适合外出游玩,1,颜色,鲜艳
9120,孩子也特别喜欢图案,1,图案,喜欢
9121,质量也好用,1,质量,好
9122,很好值得购买,0,购买,值得
9123,这款衣服还是很不错的,1,衣服,不错
9124,如果不喜欢的衣服,0,衣服,不喜欢
9125, 包装看起来很好,1,包装,好
9126,这个衣服太漂亮了,1,衣服,漂亮
9127,这个衣服既经济又实惠,1,衣服,实惠
9128,很可爱的图案,0,图案,可爱
9129,而且尺寸也非常合适,0,尺寸,合适
9130,衣服宝宝穿上很合身,1,衣服,合身
9131,他们家衣服买的好几次,1,衣服,好
9132,感觉都还可以,0,感觉,可以
9133,摸着手感也好,0,手感,好
9134,白色的小熊图案很漂亮,1,图案,漂亮
9135,A类纯棉的??性价比高,1,性价比,高
9136,样子好看值得推荐,1,样子,好看
9137,图案我也很喜欢,0,图案,喜欢
9138,整体都非常好,1,整体,好
9139,这个价格有这样的质量比较惊喜,1,质量,惊喜
9140,布料摸起来也不错,1,布料,不错
9141,都是好东西,1,东西,好
9142,这家的东西好,1,东西,好
9143,宝贝儿一定很喜欢,1,宝贝,喜欢
9144,这家的衣服买过好几次了,1,衣服,好
9145,宝贝穿起来也很合身,0,宝贝,合身
9146,宝贝喜欢穿,0,宝贝,喜欢
9147,面料摸起来也很好,0,面料,好
9148,印花好看,0,印花,好看
9149,价格还比商场便宜,0,价格,便宜
9150,而且材质非常好,0,材质,好
9151,宝贝穿上很合身,0,宝贝,合身
9152,质量不错哈,0,质量,不错
9153,"?
面料舒服",0,面料,舒服
9154,摸上去手感很不错,1,手感,不错
9155,宝贝的质量更像钻石一般,0,质量,一般
9156,好可爱的宝宝衣服,0,衣服,好
9157,非常喜欢这个牌子的衣服,0,衣服,喜欢
9158,宝贝很喜欢粉色,0,宝贝,喜欢
9159,这质量真心不错,0,质量,不错
9160,拿回家洗了也不脱色    宝贝很喜欢,0,宝贝,喜欢
9161,这东西不错哦,0,东西,不错
9162,衣服比较漂亮,1,衣服,漂亮
9163,质量无敌好评,1,质量,好
9164,款式宝宝很喜欢,1,款式,喜欢
9165,尺码也很适合～宝宝穿着好看呢,0,尺码,好看
9166,质量真心好啊,0,质量,好
9167,活动价格也很优惠,0,价格,优惠
9168,活动价格也很美丽,0,价格,美丽
9169,料子真不错,0,料子,不错
9170,这个牌子的衣服裤子都不错,0,衣服,不错
9171,包装严严实实,0,包装,严实
9172,图案也清晰,0,图案,清晰
9173,上面的图案也很可爱,0,图案,可爱
9174,价格便宜?,0,价格,便宜
9175,值得购买喔,0,购买,值得
9176,穿着大小刚好,0,大小,好
9177,质量也是真的好,0,质量,好
9178,性价比真的超级高,0,性价比,高
9179,宝宝穿上身上很舒服,1,上身,舒服
9180,很甜价格也很实惠,1,价格,实惠
9181,辛苦快递哥服务好送上门,1,服务,好
9182,价钱合理,0,价钱,合理
9183,活动价性价比高,1,性价比,高
9184,手感都很不错,0,手感,不错
9185,面料摸在手上很舒服,0,面料,舒服
9186,觉得质量不错又买了,0,质量,不错
9187,宝贝非常喜欢穿,0,宝贝,喜欢
9188,挺好的样式好看,0,样式,好看
9189,孩子喜欢的颜色,0,颜色,喜欢
9190,而且价格也合适,1,价格,合适
9191,质量也超好,1,质量,好
9192,价格很好,1,价格,好
9193,质量一直这样好下去,1,质量,好
9194,这个价格买很划算,1,价格,划算
9195,喜欢泰迪的衣服,1,衣服,喜欢
9196,物流配送服务也很给力,1,物流,给力
9197,很不错  可爱的衣服,0,衣服,不错
9198,这两件衣服买来超值,0,衣服,超值
9199,很好价格美好,0,价格,好
9200,质量好的 超级好看 可爱的,0,质量,好看
9201,稜全超出期望值,1,期望值,超出
9202,很满意的一次购物店家很讲信誉,1,购物,满意
9203,这个衣服很喜欢,1,衣服,喜欢
9204,包装精美特别好看特别喜欢,0,包装,好看
9205,完美购物,0,购物,完美
9206,质量没得说的,0,质量,没得说
9207,款式大小都很合适,1,大小,合适
9208,质量相当可以,1,质量,可以
9209,衣服和漂亮,0,衣服,漂亮
9210,质量看着非常不错,0,质量,不错
9211,没想到质量超好,0,质量,好
9212,颜色和图案也很可爱,0,颜色和图案,可爱
9213,质量给可以,0,质量,可以
9214,宝宝特别喜欢泰迪衣服,0,衣服,喜欢
9215,领劵买的很划算质量也好,1,质量,好
9216,布料手工很好,1,布料,好
9217,秒杀价格很便宜,1,价格,便宜
9218,都是我们喜欢的颜色,1,颜色,喜欢
9219,图案颜色也很清晰,1,图案,清晰
9220,衣服穿起来不错,1,衣服,不错
9221,大小也特合适,1,大小,合适
9222,尺寸挺好的,1,尺寸,好
9223,绵绸布料很舒服,0,布料,舒服
9224,手感摸着舒服,1,手感,舒服
9225,但是手感很舒服,1,手感,舒服
9226,这么便宜买了质地那么好的,1,质地,好
9227,这种布料很好,1,布料,好
9228,图案也是孩子喜欢的,0,图案,喜欢
9229,女儿很喜欢里面的公主图案,0,图案,喜欢
9230,这款颜色和花样都是孩子喜欢的,0,颜色,喜欢
9231,棉绸手感很好,0,手感,好
9232,个人觉得哆啦A梦款比超级飞侠款面料要好一些,0,面料,好
9233,摸着手感很舒服,1,手感,舒服
9234,衣服真的超级好,1,衣服,好
9235,印花很漂亮,0,印花,漂亮
9236,图案小朋友很喜欢,0,图案,喜欢
9237,价格也比实体店便宜很多,0,价格,便宜
9238,重点是产品真的非常好,0,产品,好
9239,一整个购物过程非常满意,0,购物,满意
9240,只拍了一套衣服姐弟俩一人一套物美价廉物超所值,0,衣服,物美价廉
9241,看上去产品的质量很不错,1,质量,不错
9242,这一款的颜色啊不值那个太极熊那么好,1,颜色,好
9243,而且价格很划算,1,价格,划算
9244,品质也不错的,1,品质,不错
9245,衣服孩子很喜欢,1,衣服,喜欢
9246,图案也很喜欢,1,图案,喜欢
9247,夏季穿应该很凉快 质量不错,1,质量,不错
9248,睡衣质量不错,1,质量,不错
9249,颜色女儿很喜欢,1,颜色,喜欢
9250,不错们东西,0,东西,不错
9251,宝贝们都特别喜欢,0,宝贝,喜欢
9252,图案特别喜欢,0,图案,喜欢
9253,快递小哥服务好,0,服务,好
9254,值得购买有所值,1,购买,值得
9255,是那种穿上很舒服那种面料,1,面料,舒服
9256,自营的东西应该更好吧,1,东西,好
9257,底色和图案又有卡通动画小子很喜欢呢,0,底色和图案,喜欢
9258,款式质量都很棒,0,质量,很棒
9259,主要是衣服也很满意,0,衣服,满意
9260,很喜欢宝贝,0,宝贝,喜欢
9261,颜色儿子很喜欢,0,颜色,喜欢
9262,宝贝穿着合适,0,宝贝,合适
9263,以后还来 服务也很好,1,服务,好
9264,质量不错穿着很舒服,1,质量,不错
9265,买家服务也很好,1,服务,好
9266,质量都满意,0,质量,满意
9267,商品质量也很棒啊,1,商品质量,很棒
9268,大小都好,1,大小,好
9269,很棒没有色差,0,色差,没有
9270,衣服穿着很舒适,0,衣服,舒适
9271,衣服非常好穿,0,衣服,好
9272,店主服务超好,0,服务,好
9273,小宝贝很喜欢,0,宝贝,喜欢
9274,宝贝早上刚收到很喜欢,1,宝贝,喜欢
9275,底色和图案又有卡通动画小孩子很喜欢呢,0,底色和图案,喜欢
9276,我宝贝穿得很合身,0,宝贝,合身
9277,如果有弹性就更好了,1,弹性,好
9278,小孩很喜欢布料挺好的,1,布料,好
9279,衣服的图案很鲜艳,1,图案,鲜艳
9280,颜色图案都很好,0,颜色,好
9281,质量一般啊,0,质量,一般
9282,女儿很喜欢这个颜色,1,颜色,喜欢
9283,买了两套质量很不错,1,质量,不错
9284,我婆婆说睡衣质量好,1,质量,好
9285,宝贝女儿很喜欢,1,宝贝,喜欢
9286,衣服还是超值,1,衣服,超值
9287,很满意的购物第二次买了宝宝很喜欢,1,购物,满意
9288,很凉快的布料,1,布料,凉快
9289,棉绸质量不错,0,质量,不错
9290,衣服很软宝宝喜欢欢穿,1,衣服,喜欢
9291,我还以为是纯棉的布料呢,1,布料,纯棉
9292,价格也不便宜,1,价格,不便宜
9293,布料棉绸就是好,0,布料,好
9294,面料起很舒服,0,面料,舒服
9295,宝宝穿着大小刚好,1,大小,好
9296,感觉还是挺不错的,1,感觉,不错
9297,好东西大家分享,1,东西,好
9298,衣服颜色鲜艳,1,衣服颜色,鲜艳
9299,图案好看下次再买,0,图案,好看
9300,特好的衣服,0,衣服,好
9301,还是一次愉快的购物,0,购物,愉快
9302,棉绸手感不错,0,手感,不错
9303,但布料很舒服,1,布料,舒服
9304,质量还是不错的值得买,0,质量,不错
9305,喜欢里面的图案,0,图案,喜欢
9306,就是跟店家说尺码不符,0,尺码,不符
9307,衣服摸着比较柔软,0,衣服,柔软
9308,衣服还是挺不错的,1,衣服,不错
9309,儿子很喜欢这个图案,1,图案,喜欢
9310,布料摸着也不错,1,布料,不错
9311,宝贝满好的,1,宝贝,好
9312,衣服还挺好的,1,衣服,好
9313,包装还不错,1,包装,不错
9314,就是买的码数刚好合适,0,码数,合适
9315,小朋友也喜欢图案,0,图案,喜欢
9316,短袖也好,0,短袖,好
9317,图案小朋友喜欢,0,图案,喜欢
9318,睡衣手感舒适,0,手感,舒适
9319,但是整体不错,1,整体,不错
9320,孩子喜欢的卡通图案,1,图案,喜欢
9321,这个东西还是不错,1,东西,不错
9322,料子挺不错,0,料子,不错
9323,衣服图案卡通可爱,0,衣服图案,可爱
9324,质量看上去还不差,0,质量,不差
9325,这天气穿这套衣服睡觉不错,0,衣服,不错
9326,y衣服不错,0,衣服,不错
9327,图案设计好宝宝喜欢,0,图案,喜欢
9328,号码挺正的穿上很合适,0,号码,合适
9329,值得购买和推荐哇,0,购买,值得
9330,价钱比超市便宜,0,价钱,便宜
9331,质量还行较软和,0,质量,还行
9332,不错的质量,0,质量,不错
9333,材料好,0,材料,好
9334,面料还是比较舒服,0,面料,舒服
9335,价格实惠方便,0,价格,实惠
9336,布料摸起来还是蛮舒服的,0,布料,舒服
9337,我妈把裤子缝短了就穿上了.小宝喜欢的超级飞侠图案正好没货,0,图案,喜欢
9338,但东西不错的,0,东西,不错
9339,手感不错的棉绸睡衣,0,手感,不错
9340,透气舒服而且价格便宜,0,价格,便宜
9341,质量摸着也还行,1,质量,还行
9342,面料摸起来挺舒适,1,面料,舒适
9343,这个牌子质量不错?,1,质量,不错
9344,手感摸着还不错,0,手感,不错
9345,颜色不太好,0,颜色,好
9346,该商品使用感觉还可以,1,感觉,可以
9347,衣服挺好穿,1,衣服,好
9348,衣服摸着蛮舒服,0,衣服,舒服
9349,比较满意的购物,0,购物,满意
9350,宝贝很好哈   全棉很舒适  够吸汗  物美价廉  赞赞,0,宝贝,好
9351,这套衣服是迄今为止在网上买的最满意的衣服了,0,衣服,满意
9352,全棉的宝宝穿上很舒服,0,全棉,舒服
9353,物流比较可以,1,物流,可以
9354,还会光顾质量不错,1,质量,不错
9355,会一直支持并关注他们家的衣服 经济实惠又不贵,1,衣服,实惠
9356,品牌的衣服就是好,1,衣服,好
9357,东西非常不错已经买了三套了,1,东西,不错
9358,总体是一次满意的购物,1,购物,满意
9359,南极人的衣服很不错,1,衣服,不错
9360,衣服裤子交叉搭配可以变成四套哦,1,衣服,可以
9361,尤其是裤子的质量比其他的都要好,1,质量,好
9362,质量都非常好,1,质量,好
9363,在南极人给宝宝买了好多衣服了,1,衣服,好
9364,这件图案上有三块掉色,0,图案,掉色
9365,南极人宝宝套质量好,0,质量,好
9366,全棉宝宝穿着很舒服,1,全棉,舒服
9367,期待好效果,1,效果,好
9368,大小相应……图案鲜艳,1,图案,鲜艳
9369,宝贝一直很好,1,宝贝,好
9370,衣服软软的很舒服,1,衣服,舒服
9371,全棉的穿着很舒服,1,全棉,舒服
9372,质量也满意,1,质量,满意
9373,我家宝很喜欢的一套衣服,0,衣服,喜欢
9374,衣服看上去挺好的,1,衣服,好
9375,他家的衣服不错,0,衣服,不错
9376,不过物流还可以,0,物流,可以
9377,但是质量很不错,0,质量,不错
9378,很漂亮 宝贝很喜欢,1,宝贝,喜欢
9379,不过质量真心好,1,质量,好
9380,图案没有色差,1,色差,没有
9381,衣料手感很不错,1,手感,不错
9382,对于这个价格很合适,1,价格,合适
9383,很愉快的购物体验,1,购物,愉快
9384,这个价位很合适了,0,价位,合适
9385,衣服都不会褪色,0,衣服,褪色
9386,图案清晰（如果不是胶的就更好了）,0,图案,清晰
9387,宝宝也很喜欢这个颜色,1,颜色,喜欢
9388,手感也很不错呢,1,手感,不错
9389,质量超好的宝宝内衣,1,质量,好
9390,质量也不错?,1,质量,不错
9391,买冬季衣服的时候遇到合适的就提前囤起来了,1,衣服,合适
9392,南极人的质量真不错,1,质量,不错
9393,很喜欢这个衣服,1,衣服,喜欢
9394,面料也舒服……,1,面料,舒服
9395,比较满意的一次购物…,1,购物,满意
9396,很不错的娃娃衣服,1,衣服,不错
9397,性价比很不错,1,性价比,不错
9398,还是性价比高,1,性价比,高
9399,比实体店便宜实惠,1,实惠,便宜
9400,好多他们家的衣服了,1,衣服,好
9401,很漂亮的一套衣服,0,衣服,漂亮
9402,宝贝棉质很好,0,宝贝,好
9403,很舒适的面料,0,面料,舒适
9404,而且价格也非常便宜,0,价格,便宜
9405,衣服摸着挺好,1,衣服,好
9406,很薄孩子很喜欢这款式,1,款式,喜欢
9407,不错的购物不错的选择,1,购物,不错
9408,一直都比较喜欢南极人的衣服,1,衣服,喜欢
9409,东西也不错喔,1,东西,不错
9410,透气度好纯绵,1,透气,好
9411,关键面料不错,1,面料,不错
9412,摸着手感也不错,1,手感,不错
9413,价格相当实惠,0,价格,实惠
9414,良心的说质量好好,1,质量,好
9415,样子都不错,0,样子,不错
9416,价格划算.,0,价格,划算
9417,衣服很漂亮?,1,衣服,漂亮
9418,衣服好可爱好潮,1,衣服,好
9419,看上去非常漂亮质量好,1,质量,好
9420,质量非常的好、宝宝穿着很舒服,0,质量,好
9421,手感摸着很舒服是正品的,1,手感,舒服
9422,没有色差很漂亮,1,色差,没有
9423,好东西值得信赖,1,东西,好
9424,衣服摸的很舒服,0,衣服,舒服
9425,颜色和图案都不错,0,颜色和图案,不错
9426,样式也很喜欢,1,样式,喜欢
9427,衣服很漂亮很可爱,1,衣服,漂亮
9428,宝贝儿试穿一下蛮合适的,1,宝贝,合适
9429,很满意的的购物,1,购物,满意
