,评论,评论号,评价对象,情感词
4430,做工不太好,0,做工,好
4431,衣服满意,1,衣服,满意
4432,衣服好不好不知道,1,衣服,不好
4433,真的很惊艳——做工好,0,做工,好
4434,西服做工精致,0,做工,精致
4435,小西装新款样子很好看,0,样子,好看
4436,面料都挺好的,0,面料,好
4437,做工什么的也不错,1,做工,不错
4438,面料不错不粘灰,1,面料,不错
4439,上身很舒适显瘦,1,上身,舒适
4440,大小都是刚刚好,0,大小,好
4441,西装的面料很好,1,西装的面料,好
4442,做工很好的,1,做工,好
4443,推荐的码数合适,1,码数,合适
4444,穿上透气性不错,0,透气,不错
4445,样式也是我喜欢的,0,样式,喜欢
4446,西装面料不错,0,面料,不错
4447,质量有保证,0,质量,保证
4448,送的白色小内搭也很合身 配套来的 非常满意 值得推荐哦,1,白色,满意
4449,打开包装没有异味,1,异味,没有
4450,衣服没有褪色,0,衣服,褪色
4451,试穿了大小合适,0,大小,合适
4452,衣服穿着也不错,1,衣服,不错
4453,款式也好,0,款式,好
4454,很合适衣服,0,衣服,合适
4455,价格也比实体店便宜多了,0,价格,便宜
4456,宝贝款式时尚大方,0,款式,大方
4457,款式设计漂亮,1,设计,漂亮
4458,质量真的是很不错,0,质量,不错
4459,质量很不错噢,0,质量,不错
4460,而且摸着手感也很舒服,0,手感,舒服
4461,西装大小很合适,1,大小,合适
4462,主要价格也很实惠,0,价格,实惠
4463,包装包裹都非常严实,0,包装,严实
4464,质量也非常满意,0,质量,满意
4465,感谢客服的推荐尺码很合适,0,尺码,合适
4466,穿上去效果还不错,1,效果,不错
4467,很精致的做工,1,做工,精致
4468,面料摸上去很好,1,面料,好
4469,衣服漂亮款式,1,衣服,漂亮
4470,质量还特别的好,0,质量,好
4471,衣服非常修身,0,衣服,修身
4472,包装的也很不错嘛,0,包装,不错
4473,客服推荐的尺码刚刚合适,1,尺码,合适
4474,面料也非常舒服,1,面料,舒服
4475,没想到质量那么好,1,质量,好
4476,做工特别的精致,0,做工,精致
4477,很精致的做工、下次还会光顾,0,做工,精致
4478,款式做工都很棒,1,做工,棒
4479,小西装价格实惠,1,价格,实惠
4480,做工非常的精致,1,做工,精致
4481,码数刚好剪裁很修身,1,修身,好
4482,包装特别好,0,包装,好
4483,上身漂亮,1,上身,漂亮
4484,东西好,1,东西,好
4485,性价比非常的高,0,性价比,高
4486,价格实惠的宝贝,1,价格,实惠
4487,质量好和图片一样,1,质量,好
4488,衣服我非常喜欢,1,衣服,喜欢
4489,质量非常好 与卖家描述的一致,0,质量,好
4490,产品很好,0,产品,好
4491,物美价廉 合身舒适 款式简单大方,0,款式,简单大方
4492,质量不错?,1,质量,不错
4493,挺合身的质量好,1,质量,好
4494,正式的做工很好,1,做工,好
4495,宝贝很棒哦,1,宝贝,棒
4496,超值的一套衣服,0,衣服,超值
4497,态度很好 good,0,态度,好
4498,关键是质量好啊,0,质量,好
4499,西服大小也合适,0,大小,合适
4500,款式简单大方 超级给力,1,款式,简单大方
4501,整体还是可以,0,整体,可以
4502,不过总体来说还是很不错的,0,总体,不错
4503,这个宝贝还是不错的(´∀｀*),0,宝贝,不错
4504,这个价钱也算挺好了,1,价钱,好
4505,比~质量好多了,1,质量,好
4506,质量与工艺都不错,1,质量与工艺,不错
4507,富有弹性的布料使穿着更加舒适,1,布料,舒适
4508,质量不错  和朋友一人买了一套,0,质量,不错
4509,宝贝试穿合适,0,宝贝,合适
4510,质量不错  就是裤子太长太长,1,质量,不错
4511,服务特别周到,1,服务,周到
4512,  质量非常好,1,质量,好
4513,整体来说还不错,0,整体,不错
4514,质地很好很满意,0,质地,好
4515,不喜欢裤子款式,0,裤子款式,喜欢
4516,有点偏小不换了质量可以,1,质量,可以
4517,衣服收到很漂亮,1,衣服,漂亮
4518,宝贝很满意物流很给力,0,物流,给力
4519,这衣服还不错,1,衣服,不错
4520,衣服不错点五星吧,1,衣服,不错
4521,这么便宜买到这样的衣服,1,衣服,便宜
4522,款式挺好的,1,款式,好
4523,衣服穿起来合适,0,衣服,合适
4524,总体来说是不错,0,总体,不错
4525,料子也挺好的,0,料子,好
4526,性价比比较高吧,1,性价比,高
4527,穿上身也不错,0,上身,不错
4528,比在~买的衣服要好点,0,衣服,好
4529,质量物流都挺给力,0,物流,给力
4530,商家态度也好,1,态度,好
4531,布料好厚的,1,布料,好
4532,上衣面料很舒服,1,面料,舒服
4533,这个价格买这样的就可以了,0,价格,可以
4534,总体不错,0,总体,不错
4535,款式不错、就是穿一次就起球球了,1,款式,不错
4536,物流是可以,0,物流,可以
4537,面料再好点就好了,1,面料,好
4538,面料不是很喜欢,0,面料,喜欢
4539,服务太度不好,1,服务,好
4540,可取的是样子好看,1,样子,好看
4541,就是裤子面料不是很好,1,裤子面料,好
4542,面料不是很好,1,面料,好
4543,总体还好,0,总体,好
4544,款式还可以的,0,款式,可以
4545,质量太一般,0,质量,一般
4546,太难看衣服直接丢了,0,衣服,难看
4547,不过质量不怎么样,1,质量,不怎么样
4548,衣服一点都不好,1,衣服,不好
4549,跟图片一样没有色差,1,颜色,色差
4550,质量真的特别好,0,质量,好
4551,穿上身真的很舒服,0,上身,舒服
4552,穿着修身又有气质同事都说好看,0,设计,好看
4553,衣服码数标准,1,衣服码数,标准
4554,效果很不错,1,效果,不错
4555,上身效果修身,0,上身效果,修身
4556,宝贝早就收到了还没来得及好评,0,宝贝,好
4557,这款套装质量真心不错,0,质量,不错
4558,面料垂感好不折皱好打理,0,面料,好
4559,款式也新潮,1,款式,新潮
4560,布料也舒适不起球,1,布料,气球
4561,穿着码数标准刚好,1,码数,标准
4562,穿上大小合适很舒服,1,大小,合适
4563,穿起来有显瘦效果,0,效果,显瘦
4564,由于偏瘦不好穿衣服,0,衣服,好
4565,版型质量也很赞,0,版型质量,赞
4566,是我喜欢的款式去,0,款式,喜欢
4567,套装做工很精致,1,做工,精致
4568,穿着尺码合适,0,尺码,合适
4569,衣服收到特别满意,0,衣服,满意
4570,尺码特别合适,0,尺码,合适
4571,穿上效果特别好,0,效果,好
4572,料子真的很舒服很赞,1,料子,舒服
4573,质量也好啊,1,质量,好
4574,售后服务也不错,1,服务,不错
4575,小西装质量非常好,1,质量,好
4576,面料很舒服穿起来很有型,0,面料,舒服
4577,大小合适的,0,大小,合适
4578,谢谢老板质量也不错,1,质量,不错
4579,料子很不错,1,料子,不错
4580,卖家给的尺码建议也合适,1,尺码,合适
4581,宝贝很棒,0,宝贝,棒
4582,码数标准上身效果非常棒,0,码数,标准
4583,真心推荐一款性价比高的衣服,1,性价比,高
4584,套装的款式是我喜欢的,1,套装的款式,喜欢
4585,质感超级好,1,质感,好
4586,衣服是修身版,0,衣服,修身
4587,服务不错,0,服务,不错
4588,服务也很不错,0,服务,不错
4589,商家也很好的服务,1,服务,好
4590,样子好看,1,样子,好看
4591,套装的质量非常好,1,质量,好
4592,衣眼面料还可以,1,面料,可以
4593,性价比蛮高,0,性价比,高
4594,而且上身显身材好,0,上身,好
4595,非常好的产品,0,产品,好
4596,质量非常非常的不错,0,质量,不错
4597,非常喜欢这种款式,1,款式,喜欢
4598,这样的价能买到这质量非常不错,1,质量,不错
4599,商品很美观价格还可以,1,商品,美观
4600,宝贝不错 物美价廉的,1,宝贝,不错
4601,性价比挺高的一款套装,0,性价比,高
4602,套装质量不错,0,质量,不错
4603,手感还算舒服但质感稍差,0,手感,舒服
4604,整体来说还是挺满意的,1,整体,满意
4605,性价比也挺高的,1,性价比,高
4606,质量也没得说,1,质量,没得说
4607,质量是可以的呢,1,质量,可以
4608,衣服真的挺好的,0,衣服,好
4609,衣服料子还行,0,衣服,行
4610,西装质量不错,0,质量,不错
4611,衣服不错啊,0,衣服,不错
4612,衣服穿起来挺舒服的,1,衣服,舒服
4613,质量依旧是那么的好,1,质量,好
4614,宝贝收到了 经本人确认 是好货 无误,1,宝贝,好
4615,我很高兴 可以买到这么好的宝贝,0,宝贝,好
4616,这确实是款好宝贝无疑,1,宝贝,好
4617,好的东西,0,东西,好
4618,好的服务,0,服务,好
4619,衣服上的污渍还不算质量问题,0,衣服,污渍
4620,衣服一直不太好买,0,衣服,好
4621,衣服穿上掉色,1,衣服,掉色
4622,外观很漂亮,1,外观,漂亮
4623,质地也好,1,质地,好
4624,总体来说很不错,0,总体,不错
4625,特别喜欢这样的款式一套,0,款式,喜欢
4626,保暖效果好,0,效果,好
4627,好暖和的衣服,0,衣服,好
4628,第一次买的号码不合适又重新调换的,1,号码,合适
4629,这家店里的衣服都非常的不错,1,衣服,不错
4630,款式非常喜欢,1,款式,喜欢
4631,面料也非常的不错,0,面料,不错
4632,衣服的款式挺漂亮的呢,0,衣服,漂亮
4633,是那种绒的不起球的面料,0,面料,起球
4634,衣服穿着很合身也暖和,1,衣服,合身
4635,很喜欢这种款式,1,款式,喜欢
4636,颜色也我也很喜欢,1,颜色,喜欢
4637,保暖效果也好,1,效果,好
4638,衣服真的挺漂亮的,1,衣服,漂亮
4639,价格很合适,1,价格,合适
4640,衣服比想象中更满意,1,衣服,满意
4641,衣服收到了非常不错,0,衣服,不错
4642,颜色我很喜欢,0,颜色,喜欢
4643,难得的一件好衣服,1,衣服,好
4644,喜欢这个款式,1,款式,喜欢
4645,而且质量超级好,1,质量,好
4646,防风效果也特别好,1,效果,好
4647,非常喜欢这件衣服,0,衣服,喜欢
4648, 比我想象的质量要好很多,0,质量,好
4649,衣服穿起来非常合身,0,衣服,合身
4650,为质量特别好,0,质量,好
4651,今年特别喜欢这种衣服,0,衣服,喜欢
4652,非常喜欢的衣服,0,衣服,喜欢
4653,颜色和图片上一样无色差尺寸标准,0,颜色,色差
4654,衣服到了非常好,1,衣服,好
4655,价格非常实惠很满意,1,价格,实惠
4656,做工也非常不错,1,做工,不错
4657,这里的服务项好,1,服务,好
4658,实物和图片一样没有色差,1,实物和图片,色差
4659,衣服款式漂亮,1,衣服款式,漂亮
4660,店里的东西都很好,1,东西,好
4661,而且颜色搭配也蛮好的,0,颜色搭配,好
4662,衣服摸上去很舒服,0,衣服,舒服
4663,在网上逛了好久才买到这件衣服,0,衣服,好
4664,衣服长度合适,1,衣服,合适
4665,颜色非常显白的,1,颜色,显白
4666,价格还比较划算,1,价格,划算
4667,质量真是太好了,0,质量,好
4668,是我喜欢的穿着很好看价钱也不贵,0,价钱,好看
4669,想买这样的衣服还是选择它家货真价实的好衣服,0,衣服,好
4670,很喜欢这个颜色,0,颜色,喜欢
4671,卖家包装的也很好,0,包装,好
4672,质量比我想象中的好很多,0,质量,好
4673,非常感谢商家的好产品,0,产品,好
4674,质量非常好    卖家描述的完全一致,1,质量,好
4675,质量超好还会继续光顾,1,质量,好
4676,价格也非常的实惠,1,价格,实惠
4677,包装也很仔细,0,包装,仔细
4678,宝贝已收到好评,0,宝贝,好
4679,价格也非常实惠,1,价格,实惠
4680,料子很好很好很好,0,料子,好
4681, 价格也比较实惠,0,价格,实惠
4682,这料子太好了,1,料子,好
4683,店家服务很周到,1,服务,周到
4684,穿起来效果很漂亮,0,效果,漂亮
4685,衣服还是很漂亮,0,衣服,漂亮
4686,他们家衣服很满意,0,衣服,满意
4687,这衣服非常漂亮,0,衣服,漂亮
4688,不错的东西,1,东西,不错
4689,合适的衣服,0,衣服,合适
4690,布料超级好,0,布料,好
4691,衣服蛮合适的,0,衣服,合适
4692,手感挺不错,0,手感,不错
4693,只是面料我不喜欢,1,面料,喜欢
4694,质量不错喔,1,质量,不错
4695,喜欢的样式,1,样式,喜欢
4696,买到好看质量又好的当然会推荐给朋友们到这家店买,1,质量,好看
4697,上身也挺漂亮的,0,上身,漂亮
4698, 没想到便宜能买到这么好的颜值高宝贝,0,颜值,高
4699,款式都满意,1,款式,满意
4700,挺好的一件衣服,0,衣服,好
4701,衣服穿起来舒服,0,衣服,舒服
4702,样子好看还便宜好评,0,样子,好看
4703,质量特别棒物流也很棒,0,质量,棒
4704,卫衣质量不错很漂亮,1,卫衣质量,不错
4705,款式挺好,1,款式,好
4706,还没我一百多的质量好,1,质量,好
4707,态度好有耐心习惯好评,1,态度,好
4708,没有想到衣服如此的掉色,0,衣服,掉色
4709,图案漂亮不褪色,0,图案,漂亮
4710,没有色差和图片的一样,0,颜色,色差
4711,纯棉的不起球,1,纯棉,起球
4712,最重要的是价格特别美丽,1,价格,美丽
4713,收到衣服试穿了一下很满意,0,衣服,满意
4714,效果也好,0,效果,好
4715,穿上效果也不错,0,效果,不错
4716,大小正好?,1,大小,好
4717,包装也很好,1,包装,好
4718,这样的价格能买到这么好的,1,价格,好
4719,价格是外面的很好,0,价格,好
4720,推荐的尺码很好,0,尺码,好
4721,无色差手感很好,0,手感,好
4722,质量穿了才来评价好,1,质量,好
4723,客户服务周到热情,1,服务,周到
4724,东西好看,0,东西,好看
4725,质量好而且穿上显年轻有朝气,1,质量,好
4726,掌柜服务很好,1,服务,好
4727,衣服很漂亮啊,0,衣服,漂亮
4728,商品不仅质量好还物有所值,0,质量,好
4729,尺码非常合身、穿上很漂亮,0,尺码,合身
4730,衣服穿着非常漂亮,0,衣服,漂亮
4731,她说效果很漂亮,1,效果,漂亮
4732,宝贝我很喜欢,1,宝贝,喜欢
4733,衣服样式还不错,0,衣服,不错
4734,衣服还是比较漂亮的,0,衣服,漂亮
4735,质量更好点就更好了,0,质量,好
4736,款式好,0,款式,好
4737,网购最满意的一件衣服,0,衣服,满意
4738,总的来说质量还可以,1,质量,可以
4739,质量非常好容易清洗穿着很舒服,1,质量,好
4740,卖家服务还不错,0,服务,不错
4741,售后服务真的很好,0,服务,好
4742,而且面料确实挺好的,0,面料,好
4743,就知道是好东西,1,东西,好
4744,而且说面料非常不错,1,面料,不错
4745,衣服好棒啊,0,衣服,好棒
4746,颜色特别的好,0,颜色,好
4747,摸着质感很不错呢,0,质感,不错
4748,衣服非常合适,1,衣服,合适
4749,早上穿的这衣服也不热啊,1,衣服,热
4750,质量也超级好,0,质量,好
4751,价格也是非常的实惠和满意,1,价格,实惠
4752,材料什么用的都很好,0,材料,好
4753,推荐大小合适,1,大小,合适
4754,宝贝真的超级好,1,宝贝,好
4755,宝贝收到超喜欢,0,宝贝,喜欢
4756,质量也是非常的好,0,质量,好
4757,保暖效果也很不错,0,效果,不错
4758,做工特别的好,0,做工,好
4759,双十一买的价格实惠,0,价格,实惠
4760,这个价格也特别划算,0,价格,划算
4761,价格也很划算,0,价格,划算
