,评论,评价对象,程度副词,否定词,情感词
7594,该衣服不错,衣服,0,0,不错
7595,面料也不够舒适,面料,0,不,舒适
7596,很不错的做工,做工,很,0,不错
7597,衣服收到裤子后面有一片污渍怎么办,衣服,0,0,污渍
7598,面料还是有点不一样的感觉,面料,0,不,一样
7599,尺寸刚刚合适,尺寸,刚,0,合适
7600,款式也不错哦,款式,0,0,不错
7601,买了好多衣服网上就这套最好、以后都买你家的,衣服,最,0,好
7602,这款衣服满意,衣服,0,0,满意
7603,不过整体还是很满意的,整体,很,0,满意
7604,考虑到衣服合身,衣服,0,0,合身
7605,刚好与酒店的制服颜色接近,颜色,0,0,好
7606,在童泰家买了好几次衣服了,衣服,0,0,好
7607,比较喜欢的是他家的衣服标签在外面,衣服,比较,0,喜欢
7608,图案简单可爱,图案,0,0,可爱
7609,没有刺鼻的气味,气味,0,没有,刺鼻
7610,活动价格也很便宜,价格,很,0,便宜
7611,活动价格很实惠,价格,很,0,实惠
7612,一如既往喜欢童泰家的衣服,衣服,0,0,喜欢
7613,物流也比较给力,物流,比较,0,给力
7614,另外就是小图案特别喜欢,图案,特别,0,喜欢
7615,棉质很舒服,棉质,很,0,舒服
7616,首先第一点衣服真的是性价比非常高,性价比,非常,0,高
7617,衣服款式也新颖,衣服款式,0,0,新颖
7618,做工也是很不错的,做工,很,0,不错
7619,童泰的连体服质量没得说,质量,0,0,没得说
7620,衣服洗后不缩水,衣服,0,不,缩水
7621,买回来觉得衣服还不错,衣服,还,0,不错
7622,面料真的超级好,面料,超级,0,好
7623,厚度刚刚好,厚度,刚刚,0,好
7624,穿这件衣服刚刚好,衣服,刚刚,0,好
7625,非常喜欢这个小恐龙图案,图案,非常,0,喜欢
7626,而且质量非常好,质量,非常,0,好
7627,性价比是非常的高,性价比,非常,0,高
7628,这个图案很可爱,图案,很,0,可爱
7629,布料纯棉的,布料,0,0,纯棉
7630,摸着手感更好,手感,更,0,好
7631,便宜质量还好,质量,0,0,好
7632,棉质也很舒服,棉质,很,0,舒服
7633,童泰确实质量好,质量,0,0,好
7634,没有异味???,异味,0,0,没有
7635,童泰家的衣服实在是太好了,衣服,0,0,好
7636,100%纯棉柔软,纯棉,0,0,柔软
7637,实在是太喜欢这个品牌的衣服了,品牌的衣服,太,0,喜欢
7638,衣服到的刚刚好,衣服,刚刚,0,好
7639,刚好衣服来得及换,衣服,0,0,刚好
7640,这个厚度刚刚好,厚度,刚刚,0,刚好
7641,性价比高这款衣服,性价比,0,0,高
7642,毕竟手感不错,手感,0,0,不错
7643,线缝做工较好,做工,比较,0,好
7644,衣服摸着棉棉的很舒服,衣服,很,0,舒服
7645,童泰的衣服质量有保证,衣服质量,0,0,保证
7646,性价比超高的哈衣,性价比,超,0,高
7647,衣服质地摸起来柔软,衣服,0,0,柔软
7648,物流一直都很给力,物流,很,0,给力
7649,这件衣服摸着舒服,衣服,0,0,舒服
7650,活动给力 价格实惠,价格,0,0,实惠
7651,做工也还好,做工,0,0,好
7652,收到衣服比想象中的好,衣服,0,0,好
7653,这个衣服很不错啊,衣服,很,0,不错
7654,童泰家的衣服真的很不错,衣服,很,0,不错
7655,到货以后发现质量确实不错,质量,0,0,不错
7656,每件的质感都很好,质感,很,0,好
7657,然后包装也很不错,包装,很,0,不错
7658,手感各方面都很好,手感,很,0,好
7659,衣服质地不错,衣服质地,0,0,不错
7660,很喜欢童泰衣服,衣服,很,0,喜欢
7661,超级喜欢衣服连体,衣服,超级,0,喜欢
7662,物流也还可以,物流,0,0,可以
7663,宝宝穿上大小也合适 质量?,大小,0,0,合适
7664,图案可爱,图案,0,0,可爱
7665,本来觉得价格那么便宜,价格,0,0,便宜
7666,面料好、实惠才是王道,面料,0,0,好
7667,关键是价格也很实惠,价格,很,0,实惠
7668,但是质量也是非常好的,质量,非常,0,好
7669,手感真的是比其他好很多,手感,0,0,好
7670,面料一向很好,面料,很,0,好
7671,说质量不错,质量,0,0,不错
7672,美中不足的就是种类不多,种类,0,不,多
7673,其中宝宝的衣服实在太喜欢了,衣服,太,0,喜欢
7674,已经忍不住给宝宝准备好多衣服了,衣服,0,0,好
7675,童泰的衣服真心不错,衣服,0,0,不错
7676,童泰质量非常好,质量,非常,0,好
7677,非常喜欢他家衣服,衣服,非常,0,喜欢
7678,小恐龙图案也特别可爱,图案,特别,0,可爱
7679,说性价比比较高,性价比,比较,0,高
7680,衣服柔软,衣服,0,0,柔软
7681,并且没有明显的异味,异味,0,0,没有
7682,价格比实体店便宜很多,价格,很,0,便宜
7683,这款星星图案很好看,图案,很,0,好看
7684,童泰的质量还可以,质量,还,0,可以
7685,棉质摸起来很舒服,棉质,很,0,舒服
7686,非常喜欢这个图案,图案,非常,0,喜欢
7687,价格也可以接受,价格,0,0,可以
7688,总之整体都很满意,整体,很,0,满意
7689,面料真是超级超级好,面料,超级,0,好
7690,品质不错,品质,0,0,不错
7691,无骨设计非常不错,设计,非常,0,不错
7692,衣服夏天穿也很凉快,衣服,很,0,凉快
7693,陆续的东西都准备好了,东西,0,0,好
7694,真的是性价比超高,性价比,超,0,高
7695,关键是价格还很便宜,价格,很,0,便宜
7696,宝贝很喜欢?,宝贝,很,0,喜欢
7697,手感棉柔舒服,手感,0,0,舒服
7698,童泰的衣服确实不错,衣服,0,0,不错
7699,而且没有异味,异味,0,0,没有
7700,童泰的衣服物美价廉,衣服,0,0,物美价廉
7701,童泰的品牌性价比还是比较高的,性价比,0,0,高
7702,收到的货物跟图片也是一样的没有任何色差和其他不同的地方,颜色,0,没有,色差
7703,包装好太多,包装,0,0,好
7704,新生儿大小刚刚好  孕期囤货 都是从59码开始 等宝宝出来之后发现大好多 又入手两套 袜子很好用对于总爱踢被子的宝宝,大小,刚刚,0,好
7705,可喜欢宝宝的衣服,衣服,0,0,喜欢
7706,相信质量也很不错,质量,很,0,不错
7707,手感都不错,手感,0,0,不错
7708,个人很喜欢有需要的话后面还会买,个人,很,0,喜欢
7709,做为宝妈还是很喜欢店家的衣服的,衣服,很,0,喜欢
7710,摸起来手感很舒服,手感,很,0,舒服
7711,不过拆开包装没有异味,异味,0,0,没有
7712,好可爱的衣服,衣服,0,0,可爱
7713,衣服好可爱,衣服,0,0,可爱
7714,童泰的衣服性价比高,衣服性价比,0,0,高
7715,童泰衣服很不错,衣服,很,0,不错
7716,颜色也好,颜色,0,0,好
7717,物流包装还可以吧,物流,0,0,可以
7718,价格没有这么实惠,价格,0,0,实惠
7719,宝宝的衣服很舒服,衣服,很,0,舒服
7720,是A级材质 不过建议买回家还是的洗洗 然后在晒晒太阳 给宝宝穿 系带的方式也可以接受,材质,0,0,可以
7721,手感很好哦,手感,很,0,好
7722,效果应该不错,效果,0,0,不错
7723,童泰这个牌子还是有质量保证的吧,质量,0,0,保证
7724,一直觉得这个牌子的衣服不错,衣服,0,0,不错
7725,手感非常好?样式很可爱哦,手感,非常,0,好
7726,性价比超级高了,性价比,超级,0,高
7727,颜色什么也很好,颜色,很,0,好
7728,挺可爱的小图案,图案,挺,0,可爱
7729,配送员的态度也很好,态度,很,0,好
7730,宝宝好几套童泰的衣服,衣服,0,0,好
7731,这个牌子的质量好,质量,0,0,好
7732,觉着童泰性价比真的挺高的,性价比,挺,0,高
7733,走线做工都很好,做工,很,0,好
7734,面料摸着舒适,面料,0,0,舒适
7735,摸着料子还不错,料子,0,0,不错
7736,实物很好看,实物,很,0,好看
7737,做活动的价格很优惠,价格,很,0,优惠
7738,童泰的价格还是很不错的,价格,很,0,不错
7739,衣服看着好可爱,衣服,0,0,好
7740,童泰的衣服都挺好的,衣服,挺,0,好
7741,给宝宝买过很多次童泰的衣服都很满意,衣服,很,0,满意
7742,宝宝穿着尺码很合适,尺码,很,0,合适
7743,收到宝宝的衣服好开心,衣服,0,0,好
7744,活动价格很划算,价格,很,0,划算
7745,但是质量更好,质量,更,0,好
7746,但是手感不错,手感,0,0,不错
7747,家人也说手感很好,手感,很,0,好
7748,希望是真的纯棉穿起来会更舒服,纯棉,0,0,舒服
7749,布料堪比纯棉时代,布料,0,0,纯棉
7750,价格优惠太多了,价格,0,0,优惠
7751,童泰的衣服性价比非常高,衣服性价比,非常,0,高
7752,好产品大家可以一起分享,产品,0,0,好
7753,衣服质地柔软,衣服质地,0,0,柔软
7754,春款和夏款面料舒服,面料,0,0,舒服
7755,晚上就可以穿新衣服了?,衣服,0,0,可以
7756,618从童泰家买了好多宝宝的衣服,衣服,0,0,好
7757,摸着手感非常不错,手感,非常,0,不错
7758,买给宝宝的衣服的确需要好一点,衣服,0,0,好
7759,每一个都有独立包装～很赞～～吊牌上都是纯棉?? ,包装,0,0,独立
7760,总体算不错,总体,0,0,不错
7761,性价比是真的很好了,性价比,很,0,好
7762,面料还不如这个好,面料,0,0,好
7763,价格还可以,价格,0,0,可以
7764,尺码也比较合适新生儿,尺码,比较,0,合适
7765,小鱼儿的图案很可爱,图案,很,0,可爱
7766,很喜欢童泰的衣服,衣服,很,0,喜欢
7767,虽然款式不多,款式,0,不,多
7768,第一胎宝宝穿童泰的衣服很舒服,衣服,很,0,舒服
7769,衣服已经洗好了,衣服,0,0,好
7770,厚度现在穿刚刚好宝宝穿上一定很舒服,厚度,刚刚,0,好
7771,包装也很不错,包装,很,0,不错
7772,买了五件都很喜欢没有色差,颜色,0,没有,色差
7773,做工也很好.,做工,很,0,好
7774,质量炒鸡好炒鸡舒服,质量,0,0,好
7775,给初生宝宝穿的肯定要纯棉才可以,纯棉,0,0,可以
7776,图案很可爱哦,图案,很,0,可爱
7777,不知道大小是否合适,大小,0,0,合适
7778,质量就是好,质量,0,0,好
7779,包装看着也不错,包装,0,0,不错
7780,买了好多童泰的衣服,衣服,0,0,好
7781,质量几乎都不错,质量,都,0,不错
7782,五金材料都很好,材料,很,0,好
7783,29块这么好的衣服,衣服,0,0,好
7784,衣服不错的奥,衣服,0,0,不错
7785,东西不错～,东西,0,0,不错
7786,一直很喜欢最近有活动价格很好,价格,很,0,好
7787,衣服实在太好了,衣服,太,0,好
7788,质量还是挺不错的,质量,挺,0,不错
7789,童泰的衣服买了好几件了,衣服,0,0,好
7790,新生儿穿这种衣服最舒服啦,衣服,最,0,舒服
7791,手感也炒鸡好,手感,0,0,好
7792,总体还挺好,总体,挺,0,好
7793,手感非常好哦,手感,非常,0,好
7794,关键性价比杠杠的,性价比,0,0,杠杠的
7795,大小也是刚刚好,大小,0,0,好
7796,童泰的衣服我都很喜欢,衣服,很,0,喜欢
7797,很棒的婴儿衣服,衣服,很,0,棒
7798,纯棉轻薄好洗好干,纯棉,0,0,好
7799,已经把衣服都洗好了,衣服,0,0,好
7800,质量很柔软很舒服,质量,很,0,柔软
7801,就是我家宝宝超级喜欢拽衣服,衣服,超级,0,喜欢
7802,款式挺不错的,款式,挺,0,不错
7803,希望大小合适,大小,0,0,合适
7804,面料摸起来很舒服呢,面料,很,0,舒服
7805,活动价格实惠,价格,0,0,实惠
7806,好多人推荐童泰的衣服,衣服,0,0,好
7807,款式图案都满意,款式,0,0,满意
7808,宝贝穿着很合适,宝贝,很,0,合适
7809,质量也是超级不错的,质量,超级,0,不错
7810,物流服务也不错,服务,0,0,不错
7811,好多同事都要衣服的链接,衣服,0,0,好
7812,质量绝对没问题,质量,0,没,问题
7813,绿色小恐龙最好看,绿色,最,0,好看
7814,童泰的东西性价比真高,性价比,0,0,高
7815,衣服摸上去很柔软,衣服,很,0,柔软
7816,但很快送的衣服穿不了了,衣服,0,0,穿不了
7817,独立包装,包装,0,0,独立
7818,东西看着不错,东西,0,0,不错
7819,很满意的婴儿衣服,衣服,很,0,满意
7820, 质量好,质量,0,0,好
7821,摸着手感很不错,手感,很,0,不错
7822,款式我也比较喜欢,款式,比较,0,喜欢
7823,这个牌子的衣服确实不错,衣服,0,0,不错
7824,宝宝也终于有自己合身的衣服穿了,衣服,0,0,合身
7825,包装也好看,包装,0,0,好看
7826,包装也非常仔细,包装,非常,0,仔细
7827,衣服摸着挺舒服的,衣服,挺,0,舒服
7828,大品牌质量有保证,质量,0,0,保证
7829,"袖口翻过来可以遮住手的设计很不错～
这样就不要担心宝宝抓脸啦",设计,很,0,不错
7830,衣服很棒哦,衣服,很,0,棒
7831,质量都很不错～,质量,很,0,不错
7832,已经回购了好几套婴儿衣服了,衣服,0,0,好
7833,手感不错 ,手感,0,0,不错
7834,一直很喜欢童泰家的衣服,衣服,很,0,喜欢
7835,希望我即将来到的宝贝会喜欢,宝贝,0,0,喜欢
7836,这个图案很漂亮啊,图案,很,0,漂亮
7837,童泰的衣服真心不错?,衣服,0,0,不错
7838,衣服贴身穿,衣服,0,0,贴身
7839,上面的小图案也很可爱,图案,很,0,可爱
7840,摸上去手感很舒服,手感,很,0,舒服
7841,这一款价格很不错,价格,很,0,不错
7842,我很喜欢这个款式,款式,很,0,喜欢
7843,就要穿这种纯棉的的才好,纯棉,0,0,好
7844,颜色男女通用合适,颜色,0,0,合适
7845,质量摸起来也不错,质量,0,0,不错
7846,质量摸着很不错,质量,很,0,不错
7847,纯棉的看着很好,纯棉,很,0,好
7848,很凉快的衣服,衣服,很,0,凉快
7849,摸起来手感好好,手感,0,0,好
7850,其他总体来说很不错,总体,很,0,不错
7851,先不说衣服好不好,衣服,0,不,好
7852,宝宝的衣服好可爱呀,衣服,0,0,好
7853,颜色和质量都很不错,颜色和质量,很,0,不错
7854,而且包装还很好看,包装,很,0,好看
7855,看到宝宝的衣服都觉得好可爱,衣服,0,0,好
7856,这个衣服很舒服啊,衣服,很,0,舒服
7857,简单说说就是质量好,质量,0,0,好
7858,因为价格便宜,价格,0,0,便宜
7859,童泰衣服性价比高,衣服性价比,0,0,高
7860,漂亮而且面料也相当好,面料,相当,0,好
7861,总之衣服还不错,衣服,0,0,不错
7862,衣服质量真的没得说,衣服质量,0,0,没得说
7863,价格比超市便宜,价格,0,0,便宜
7864,衣服已经洗好晒上了,衣服,0,0,好
7865,宝宝的衣服看着不错哦,衣服,0,0,不错
7866,纯棉宝宝穿着舒服,纯棉,0,0,舒服
7867,童泰的衣服还是很不错的,衣服,很,0,不错
7868,买了好多衣服,衣服,0,0,好
7869,性价比超高～,性价比,0,0,高
7870,这件衣服抹着特别柔软,衣服,特别,0,柔软
7871,宝贝们穿着正合适,宝贝,0,0,合适
7872,建议点开看~~~东西很好的,东西,很,0,好
7873,用起来很流畅非常值得推荐手机是正品质量非常好,质量,非常,0,好
7874,希望更多的朋友信赖.店主态度特好,态度,0,0,好
7875,价格便宜……,价格,0,0,便宜
7876,童泰的质量很不错,质量,很,0,不错
7877,男孩女孩都合适的颜色,颜色,0,0,合适
7878,这件衣服真的不错,衣服,0,0,不错
7879,比这贵质量也一般,质量,0,0,一般
7880,衣服性价比超高,衣服性价比,超,0,高
7881,而且包装非常好,包装,非常,0,好
7882,穿的大小很合适,大小,很,0,合适
7883,棉质的产品大小合适,大小,0,0,合适
7884,童泰的衣服质量有保障,衣服质量,0,0,保障
7885,手感也特别舒服,手感,特别,0,舒服
7886,关键价格还实惠,价格,0,0,实惠
7887,重点价格还便宜,价格,0,0,便宜
7888,东西很很不错,东西,很,0,不错
7889,上身以后特别舒服,上身,特别,0,舒服
7890,衣服非常的柔软,衣服,非常,0,柔软
7891,童泰品牌衣服不错,衣服,0,0,不错
7892,童泰的童装的质量非常好,质量,非常,0,好
7893,面料非常好是童泰的,面料,非常,0,好
7894,包装的也特别好,包装,特别,0,好
7895,最好买带手套那种衣服,衣服,最,0,好
7896,产品是很好的,产品,很,0,好
7897,包裹包装很好,包装,很,0,好
7898,特别喜欢他家的衣服,衣服,0,0,喜欢
7899,夏天穿透气性很好,透气性,很,0,好
